Connecting to host 192.168.57.4, port 5201
[  4] local 192.168.57.14 port 34806 connected to 192.168.57.4 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  33.1 MBytes   277 Mbits/sec   85    188 KBytes       
[  4]   1.00-2.00   sec  68.3 MBytes   573 Mbits/sec    0    373 KBytes       
[  4]   2.00-3.00   sec  80.5 MBytes   675 Mbits/sec   11    327 KBytes       
[  4]   3.00-4.00   sec  69.8 MBytes   586 Mbits/sec    9    314 KBytes       
[  4]   4.00-5.00   sec  69.7 MBytes   585 Mbits/sec    3    301 KBytes       
[  4]   5.00-6.00   sec  61.3 MBytes   514 Mbits/sec   13    300 KBytes       
[  4]   6.00-7.00   sec  86.4 MBytes   724 Mbits/sec   15    247 KBytes       
[  4]   7.00-8.00   sec  56.2 MBytes   472 Mbits/sec   12    180 KBytes       
[  4]   8.00-9.00   sec  54.1 MBytes   454 Mbits/sec    4    274 KBytes       
[  4]   9.00-10.00  sec  68.4 MBytes   574 Mbits/sec   16    189 KBytes       
[  4]  10.00-11.00  sec  46.2 MBytes   387 Mbits/sec    7    239 KBytes       
[  4]  11.00-12.00  sec  45.6 MBytes   383 Mbits/sec   20    191 KBytes       
[  4]  12.00-13.00  sec  49.3 MBytes   414 Mbits/sec    8    218 KBytes       
[  4]  13.00-14.00  sec  67.7 MBytes   568 Mbits/sec   22    304 KBytes       
[  4]  14.00-15.00  sec  62.0 MBytes   520 Mbits/sec    9    214 KBytes       
[  4]  15.00-16.00  sec  64.4 MBytes   541 Mbits/sec    7    310 KBytes       
[  4]  16.00-17.00  sec  70.8 MBytes   594 Mbits/sec    6    199 KBytes       
[  4]  17.00-18.00  sec  69.0 MBytes   579 Mbits/sec    0    383 KBytes       
[  4]  18.00-19.00  sec  75.6 MBytes   635 Mbits/sec   15    243 KBytes       
[  4]  19.00-20.00  sec  71.2 MBytes   597 Mbits/sec   14    325 KBytes       
[  4]  20.00-21.00  sec  67.8 MBytes   569 Mbits/sec   13    211 KBytes       
[  4]  21.00-22.00  sec  61.2 MBytes   513 Mbits/sec    4    322 KBytes       
[  4]  22.00-23.00  sec  60.1 MBytes   504 Mbits/sec   24    163 KBytes       
[  4]  23.00-24.00  sec  45.2 MBytes   380 Mbits/sec   13    204 KBytes       
[  4]  24.00-25.00  sec  50.4 MBytes   423 Mbits/sec    7    236 KBytes       
[  4]  25.00-26.00  sec  51.0 MBytes   427 Mbits/sec    9    262 KBytes       
[  4]  26.00-27.00  sec  54.7 MBytes   459 Mbits/sec   29    195 KBytes       
[  4]  27.00-28.00  sec  48.9 MBytes   410 Mbits/sec   13    229 KBytes       
[  4]  28.00-29.00  sec  55.9 MBytes   469 Mbits/sec    5    249 KBytes       
[  4]  29.00-30.00  sec  61.6 MBytes   517 Mbits/sec   21    246 KBytes       
[  4]  30.00-31.00  sec  60.2 MBytes   505 Mbits/sec   16    243 KBytes       
[  4]  31.00-32.00  sec  55.1 MBytes   462 Mbits/sec    9    281 KBytes       
[  4]  32.00-33.00  sec  49.2 MBytes   413 Mbits/sec   30    157 KBytes       
[  4]  33.00-34.00  sec  29.1 MBytes   245 Mbits/sec   26    105 KBytes       
[  4]  34.00-35.00  sec  27.1 MBytes   227 Mbits/sec   13    119 KBytes       
[  4]  35.00-36.00  sec  40.9 MBytes   343 Mbits/sec    8    191 KBytes       
[  4]  36.00-37.00  sec  54.2 MBytes   455 Mbits/sec   18    205 KBytes       
[  4]  37.00-38.00  sec  40.3 MBytes   338 Mbits/sec    8    202 KBytes       
[  4]  38.00-39.00  sec  46.5 MBytes   390 Mbits/sec   21    182 KBytes       
[  4]  39.00-40.00  sec  68.0 MBytes   570 Mbits/sec    0    368 KBytes       
[  4]  40.00-41.00  sec  85.8 MBytes   720 Mbits/sec    2    308 KBytes       
[  4]  41.00-42.00  sec  83.0 MBytes   696 Mbits/sec    2    266 KBytes       
[  4]  42.00-43.00  sec  77.7 MBytes   652 Mbits/sec    3    332 KBytes       
[  4]  43.00-44.00  sec  70.2 MBytes   588 Mbits/sec   23    219 KBytes       
[  4]  44.00-45.00  sec  53.7 MBytes   450 Mbits/sec    4    263 KBytes       
[  4]  45.00-46.00  sec  59.2 MBytes   496 Mbits/sec    9    266 KBytes       
[  4]  46.00-47.00  sec  55.1 MBytes   462 Mbits/sec   12    194 KBytes       
[  4]  47.00-48.00  sec  55.7 MBytes   468 Mbits/sec    7    219 KBytes       
[  4]  48.00-49.00  sec  56.7 MBytes   476 Mbits/sec    7    232 KBytes       
[  4]  49.00-50.00  sec  52.4 MBytes   440 Mbits/sec    8    249 KBytes       
[  4]  50.00-51.00  sec  54.7 MBytes   459 Mbits/sec   20    197 KBytes       
