Connecting to host 192.168.57.6, port 5201
[  4] local 192.168.57.12 port 57558 connected to 192.168.57.6 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  27.7 MBytes   232 Mbits/sec   18    154 KBytes       
[  4]   1.00-2.00   sec  28.9 MBytes   242 Mbits/sec   10    148 KBytes       
[  4]   2.00-3.00   sec  34.5 MBytes   289 Mbits/sec   10    170 KBytes       
[  4]   3.00-4.00   sec  40.2 MBytes   337 Mbits/sec   26    156 KBytes       
[  4]   4.00-5.00   sec  41.1 MBytes   345 Mbits/sec   10    205 KBytes       
[  4]   5.00-6.00   sec  45.7 MBytes   384 Mbits/sec   15    174 KBytes       
[  4]   6.00-7.00   sec  34.2 MBytes   287 Mbits/sec    9    126 KBytes       
[  4]   7.00-8.00   sec  29.7 MBytes   249 Mbits/sec   18    115 KBytes       
[  4]   8.00-9.00   sec  25.3 MBytes   212 Mbits/sec   27    129 KBytes       
[  4]   9.00-10.00  sec  25.0 MBytes   210 Mbits/sec   10    146 KBytes       
[  4]  10.00-11.00  sec  31.4 MBytes   263 Mbits/sec   20    119 KBytes       
[  4]  11.00-12.00  sec  24.2 MBytes   203 Mbits/sec   33   99.0 KBytes       
[  4]  12.00-13.00  sec  23.4 MBytes   197 Mbits/sec   22   90.5 KBytes       
[  4]  13.00-14.00  sec  31.8 MBytes   267 Mbits/sec    5    170 KBytes       
[  4]  14.00-15.00  sec  35.7 MBytes   300 Mbits/sec   20    192 KBytes       
[  4]  15.00-16.00  sec  45.1 MBytes   378 Mbits/sec   10    168 KBytes       
[  4]  16.00-17.00  sec  28.6 MBytes   240 Mbits/sec   25   72.1 KBytes       
[  4]  17.00-18.00  sec  18.0 MBytes   151 Mbits/sec   20    117 KBytes       
[  4]  18.00-19.00  sec  25.5 MBytes   214 Mbits/sec   21    150 KBytes       
[  4]  19.00-20.00  sec  25.2 MBytes   212 Mbits/sec   24   99.0 KBytes       
[  4]  20.00-21.00  sec  22.4 MBytes   188 Mbits/sec   14   96.2 KBytes       
