Connecting to host 192.168.57.3, port 5201
[  4] local 192.168.57.15 port 59424 connected to 192.168.57.3 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  17.2 MBytes   144 Mbits/sec   17    112 KBytes       
[  4]   1.00-2.00   sec  27.5 MBytes   230 Mbits/sec   26    126 KBytes       
[  4]   2.00-3.00   sec  27.8 MBytes   233 Mbits/sec   17    143 KBytes       
[  4]   3.00-4.00   sec  38.6 MBytes   324 Mbits/sec   11    150 KBytes       
[  4]   4.00-5.00   sec  22.5 MBytes   189 Mbits/sec   42   94.7 KBytes       
[  4]   5.00-6.00   sec  23.3 MBytes   195 Mbits/sec   22   86.3 KBytes       
[  4]   6.00-7.00   sec  34.7 MBytes   291 Mbits/sec    6    171 KBytes       
[  4]   7.00-8.00   sec  27.7 MBytes   232 Mbits/sec   27   91.9 KBytes       
[  4]   8.00-9.00   sec  23.9 MBytes   201 Mbits/sec   36   99.0 KBytes       
[  4]   9.00-10.00  sec  27.8 MBytes   233 Mbits/sec   27   73.5 KBytes       
[  4]  10.00-11.00  sec  22.7 MBytes   190 Mbits/sec   21   76.4 KBytes       
[  4]  11.00-12.00  sec  23.2 MBytes   194 Mbits/sec   15    120 KBytes       
[  4]  12.00-13.00  sec  23.6 MBytes   198 Mbits/sec   30    113 KBytes       
[  4]  13.00-14.00  sec  22.9 MBytes   192 Mbits/sec   23    129 KBytes       
[  4]  14.00-15.00  sec  29.3 MBytes   246 Mbits/sec   19    140 KBytes       
[  4]  15.00-16.00  sec  26.8 MBytes   225 Mbits/sec   47   56.6 KBytes       
[  4]  16.00-17.00  sec  19.3 MBytes   162 Mbits/sec   16   96.2 KBytes       
[  4]  17.00-18.00  sec  23.2 MBytes   194 Mbits/sec   24   72.1 KBytes       
[  4]  18.00-19.00  sec  12.1 MBytes   101 Mbits/sec   32   91.9 KBytes       
[  4]  19.00-20.00  sec  18.9 MBytes   158 Mbits/sec   21   69.3 KBytes       
[  4]  20.00-21.00  sec  15.7 MBytes   132 Mbits/sec   20   83.4 KBytes       
[  4]  21.00-22.00  sec  33.7 MBytes   283 Mbits/sec   29    170 KBytes       
[  4]  22.00-23.00  sec  37.5 MBytes   314 Mbits/sec   36    124 KBytes       
[  4]  23.00-24.00  sec  27.7 MBytes   232 Mbits/sec   29   96.2 KBytes       
[  4]  24.00-25.00  sec  21.2 MBytes   178 Mbits/sec   34   73.5 KBytes       
[  4]  25.00-26.00  sec  17.3 MBytes   145 Mbits/sec   33    100 KBytes       
